key_resp_15.keys,key_resp_15.rt,key_resp_16.keys,key_resp_16.rt,key_resp_4.keys,key_resp_4.rt,next_letter.thisRepN,next_letter.thisTrialN,next_letter.thisN,next_letter.thisIndex,next_letter.ran,letter,participant,Wiek*,Płeć,date,expName,psychopyVersion,OS,frameRate,study_id,session,key_resp_5.keys,key_resp_5.rt,simple_recall_corr,simple_recall_corrkeys,next_level.thisRepN,next_level.thisTrialN,next_level.thisN,next_level.thisIndex,next_level.ran,simple_recall,key_resp_2.keys,key_resp_2.rt,digit_answer,key_resp.keys,key_resp.corr,key_resp.rt,RT_list,next_equation.thisRepN,next_equation.thisTrialN,next_equation.thisN,next_equation.thisIndex,next_equation.ran,Task,Trial,Problem,Operation_answer,processing_score,sumRT,meanRT,sumdiff,sd,RT,key_resp_3.keys,key_resp_3.rt,repeat_practice.thisRepN,repeat_practice.thisTrialN,repeat_practice.thisN,repeat_practice.thisIndex,repeat_practice.ran,key_resp_6.keys,key_resp_6.rt,key_resp_11.keys,key_resp_11.corr,key_resp_11.rt,operation_correct,repeat_if_wrong_prac.thisRepN,repeat_if_wrong_prac.thisTrialN,repeat_if_wrong_prac.thisN,repeat_if_wrong_prac.thisIndex,repeat_if_wrong_prac.ran,span_size_prac.thisRepN,span_size_prac.thisTrialN,span_size_prac.thisN,span_size_prac.thisIndex,span_size_prac.ran,complex_recall_practice,key_resp_9.keys,key_resp_9.corr,key_resp_9.rt,complex_prac_corr,span_recall_prac.thisRepN,span_recall_prac.thisTrialN,span_recall_prac.thisN,span_recall_prac.thisIndex,span_recall_prac.ran,key_resp_10.keys,key_resp_10.rt,key_resp_7.keys,key_resp_7.corr,key_resp_7.rt,repeat_if_wrong.thisRepN,repeat_if_wrong.thisTrialN,repeat_if_wrong.thisN,repeat_if_wrong.thisIndex,repeat_if_wrong.ran,span_size.thisRepN,span_size.thisTrialN,span_size.thisN,span_size.thisIndex,span_size.ran,complex_recall,key_resp_8.keys,key_resp_8.corr,key_resp_8.rt,complex_recall_corr,complex_recall_corrkeys,span_recall.thisRepN,span_recall.thisTrialN,span_recall.thisN,span_recall.thisIndex,span_recall.ran,key_resp_13.keys,key_resp_13.corr,key_resp_13.rt,random_loop.thisRepN,random_loop.thisTrialN,random_loop.thisN,random_loop.thisIndex,random_loop.ran,key_resp_12.keys,key_resp_12.rt
,,,,,,,,,,,X V Q F H G B L J M P D K C T S W R N Z,5f2046327f613f0e2c89c7dd,24,Kobieta,2022-06-11_09h27.35.692,task,2021.1.4,MacIntel,60.0024001,6299f149e92ead563fba08ef,62a443d81be75f39da88f0e3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,5f2046327f613f0e2c89c7dd,24,Kobieta,2022-06-11_09h27.35.692,task,2021.1.4,MacIntel,60.0024001,6299f149e92ead563fba08ef,62a443d81be75f39da88f0e3,,,,,,,,,,,,,5,,,,,,,,,,Task,12,(4x4) - 11,5,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,"[""5""]",1,[6.532199999999193],0,0,0,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,X V Q F H G B L J M P D K C T S W R N Z,5f2046327f613f0e2c89c7dd,24,Kobieta,2022-06-11_09h27.35.692,task,2021.1.4,MacIntel,60.0024001,6299f149e92ead563fba08ef,62a443d81be75f39da88f0e3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,8,0,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,5f2046327f613f0e2c89c7dd,24,Kobieta,2022-06-11_09h27.35.692,task,2021.1.4,MacIntel,60.0024001,6299f149e92ead563fba08ef,62a443d81be75f39da88f0e3,,,,,,,,,,,,,2,,,,,,,,,,Task,2,(2x2) - 2,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,"[""2""]",1,[3.1635000000001128],0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,X V Q F H G B L J M P D K C T S W R N Z,5f2046327f613f0e2c89c7dd,24,Kobieta,2022-06-11_09h27.35.692,task,2021.1.4,MacIntel,60.0024001,6299f149e92ead563fba08ef,62a443d81be75f39da88f0e3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,9,0,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,5f2046327f613f0e2c89c7dd,24,Kobieta,2022-06-11_09h27.35.692,task,2021.1.4,MacIntel,60.0024001,6299f149e92ead563fba08ef,62a443d81be75f39da88f0e3,,,,,,,,,,,,,5,,,,,,,,,,Task,12,(4x4) - 11,5,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,"[""5""]",1,[2.267800000000989],0,0,0,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,X V Q F H G B L J M P D K C T S W R N Z,5f2046327f613f0e2c89c7dd,24,Kobieta,2022-06-11_09h27.35.692,task,2021.1.4,MacIntel,60.0024001,6299f149e92ead563fba08ef,62a443d81be75f39da88f0e3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,5f2046327f613f0e2c89c7dd,24,Kobieta,2022-06-11_09h27.35.692,task,2021.1.4,MacIntel,60.0024001,6299f149e92ead563fba08ef,62a443d81be75f39da88f0e3,,,,,,,,,,,,,7,,,,,,,,,,Task,14,(2x2) + 3,7,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,"[""7""]",1,[2.299199999999473],0,0,0,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,X V Q F H G B L J M P D K C T S W R N Z,5f2046327f613f0e2c89c7dd,24,Kobieta,2022-06-11_09h27.35.692,task,2021.1.4,MacIntel,60.0024001,6299f149e92ead563fba08ef,62a443d81be75f39da88f0e3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0,11,0,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,5f2046327f613f0e2c89c7dd,24,Kobieta,2022-06-11_09h27.35.692,task,2021.1.4,MacIntel,60.0024001,6299f149e92ead563fba08ef,62a443d81be75f39da88f0e3,,,,,,,,,,,,,6,,,,,,,,,,Task,13,(3x4) - 6,6,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,"[""6""]",1,[2.317800000000716],0,0,0,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,X V Q F H G B L J M P D K C T S W R N Z,5f2046327f613f0e2c89c7dd,24,Kobieta,2022-06-11_09h27.35.692,task,2021.1.4,MacIntel,60.0024001,6299f149e92ead563fba08ef,62a443d81be75f39da88f0e3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,12,0,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,5f2046327f613f0e2c89c7dd,24,Kobieta,2022-06-11_09h27.35.692,task,2021.1.4,MacIntel,60.0024001,6299f149e92ead563fba08ef,62a443d81be75f39da88f0e3,,,,,,,,,,,,,3,,,,,,,,,,Task,3,(2x3) - 3,3,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,"[""3""]",1,[2.1965000000000146],0,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,X V Q F H G B L J M P D K C T S W R N Z,5f2046327f613f0e2c89c7dd,24,Kobieta,2022-06-11_09h27.35.692,task,2021.1.4,MacIntel,60.0024001,6299f149e92ead563fba08ef,62a443d81be75f39da88f0e3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,5f2046327f613f0e2c89c7dd,24,Kobieta,2022-06-11_09h27.35.692,task,2021.1.4,MacIntel,60.0024001,6299f149e92ead563fba08ef,62a443d81be75f39da88f0e3,,,,,,,,,,,,,5,,,,,,,,,,Task,12,(4x4) - 11,5,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,"[""5""]",1,[2.148800000000847],0,0,0,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,X V Q F H G B L J M P D K C T S W R N Z,5f2046327f613f0e2c89c7dd,24,Kobieta,2022-06-11_09h27.35.692,task,2021.1.4,MacIntel,60.0024001,6299f149e92ead563fba08ef,62a443d81be75f39da88f0e3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0,14,0,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,5f2046327f613f0e2c89c7dd,24,Kobieta,2022-06-11_09h27.35.692,task,2021.1.4,MacIntel,60.0024001,6299f149e92ead563fba08ef,62a443d81be75f39da88f0e3,,,,,,,,,,,,,1,,,,,,,,,,Task,9,(3x7) - 20,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,"[""1""]",1,[2.1740999999997257],0,0,0,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,X V Q F H G B L J M P D K C T S W R N Z,5f2046327f613f0e2c89c7dd,24,Kobieta,2022-06-11_09h27.35.692,task,2021.1.4,MacIntel,60.0024001,6299f149e92ead563fba08ef,62a443d81be75f39da88f0e3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0,15,0,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,5f2046327f613f0e2c89c7dd,24,Kobieta,2022-06-11_09h27.35.692,task,2021.1.4,MacIntel,60.0024001,6299f149e92ead563fba08ef,62a443d81be75f39da88f0e3,,,,,,,,,,,,,8,,,,,,,,,,Task,15,(3x7) - 13,8,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,"[""8""]",1,[6.304400000000442],0,0,0,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,X V Q F H G B L J M P D K C T S W R N Z,5f2046327f613f0e2c89c7dd,24,Kobieta,2022-06-11_09h27.35.692,task,2021.1.4,MacIntel,60.0024001,6299f149e92ead563fba08ef,62a443d81be75f39da88f0e3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,0,16,0,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,5f2046327f613f0e2c89c7dd,24,Kobieta,2022-06-11_09h27.35.692,task,2021.1.4,MacIntel,60.0024001,6299f149e92ead563fba08ef,62a443d81be75f39da88f0e3,,,,,,,,,,,,,2,,,,,,,,,,Task,29,(3x8) - 19 ,5,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,"[""2""]",0,[7.233199999999215],0,0,0,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,5f2046327f613f0e2c89c7dd,24,Kobieta,2022-06-11_09h27.35.692,task,2021.1.4,MacIntel,60.0024001,6299f149e92ead563fba08ef,62a443d81be75f39da88f0e3,,,,,,,,,,,,,1,,,,,,,,,,Task,1,(12/6) - 1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,"[""1""]",1,[4.668099999999868],0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,X V Q F H G B L J M P D K C T S W R N Z,5f2046327f613f0e2c89c7dd,24,Kobieta,2022-06-11_09h27.35.692,task,2021.1.4,MacIntel,60.0024001,6299f149e92ead563fba08ef,62a443d81be75f39da88f0e3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0,17,0,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,5f2046327f613f0e2c89c7dd,24,Kobieta,2022-06-11_09h27.35.692,task,2021.1.4,MacIntel,60.0024001,6299f149e92ead563fba08ef,62a443d81be75f39da88f0e3,,,,,,,,,,,,,5,,,,,,,,,,Task,22,(3x1) + 2,5,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,"[""5""]",1,[3.8984999999997854],0,0,0,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,X V Q F H G B L J M P D K C T S W R N Z,5f2046327f613f0e2c89c7dd,24,Kobieta,2022-06-11_09h27.35.692,task,2021.1.4,MacIntel,60.0024001,6299f149e92ead563fba08ef,62a443d81be75f39da88f0e3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,0,18,0,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,5f2046327f613f0e2c89c7dd,24,Kobieta,2022-06-11_09h27.35.692,task,2021.1.4,MacIntel,60.0024001,6299f149e92ead563fba08ef,62a443d81be75f39da88f0e3,,,,,,,,,,,,,0,,,,,,,,,,Task,8,(1x5) - 5,0,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,"[""0""]",1,[2.7808999999988373],0,0,0,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,X V Q F H G B L J M P D K C T S W R N Z,5f2046327f613f0e2c89c7dd,24,Kobieta,2022-06-11_09h27.35.692,task,2021.1.4,MacIntel,60.0024001,6299f149e92ead563fba08ef,62a443d81be75f39da88f0e3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,0,19,0,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,5f2046327f613f0e2c89c7dd,24,Kobieta,2022-06-11_09h27.35.692,task,2021.1.4,MacIntel,60.0024001,6299f149e92ead563fba08ef,62a443d81be75f39da88f0e3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zpqntdnbmhxrgsgqsfq,"[""z"",""p"",""q"",""n"",""t"",""d"",""n"",""b"",""m"",""h"",""x"",""r"",""g"",""s"",""g"",""q"",""s"",""f"",""q""]",0,"[2.651899999998477,3.5345999999995,5.222399999998743,5.852699999999459,7.8683999999984735,8.255399999998644,10.28289999999879,10.533500000000004,12.992099999999937,14.350899999998546,15.456099999999878,16.005899999998746,17.817299999998795,20.23489999999856,21.27219999999943,21.821599999999762,23.26779999999917,24.100699999999506,25.11779999999908,25.81689999999844]",0,ZPQNTBNNBMHXRGSBQSFQ,20,0,20,0,1,,,,,,,,,,
,,,,,,,,,,,,5f2046327f613f0e2c89c7dd,24,Kobieta,2022-06-11_09h27.35.692,task,2021.1.4,MacIntel,60.0024001,6299f149e92ead563fba08ef,62a443d81be75f39da88f0e3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""comma""]",0,[1.089199999998982],0,0,0,0,1,,
,,,,,,,,,,,,5f2046327f613f0e2c89c7dd,24,Kobieta,2022-06-11_09h27.35.692,task,2021.1.4,MacIntel,60.0024001,6299f149e92ead563fba08ef,62a443d81be75f39da88f0e3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""period""]",0,[1.2998000000006869],1,0,1,0,1,,
,,,,,,,,,,,,5f2046327f613f0e2c89c7dd,24,Kobieta,2022-06-11_09h27.35.692,task,2021.1.4,MacIntel,60.0024001,6299f149e92ead563fba08ef,62a443d81be75f39da88f0e3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""comma""]",0,[1.4325999999996384],2,0,2,0,1,,
,,,,,,,,,,,,5f2046327f613f0e2c89c7dd,24,Kobieta,2022-06-11_09h27.35.692,task,2021.1.4,MacIntel,60.0024001,6299f149e92ead563fba08ef,62a443d81be75f39da88f0e3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""comma""]",0,[1.4710000000000036],3,0,3,0,1,,
,,,,,,,,,,,,5f2046327f613f0e2c89c7dd,24,Kobieta,2022-06-11_09h27.35.692,task,2021.1.4,MacIntel,60.0024001,6299f149e92ead563fba08ef,62a443d81be75f39da88f0e3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""period""]",0,[1.1323999999985972],4,0,4,0,1,,
,,,,,,,,,,,,5f2046327f613f0e2c89c7dd,24,Kobieta,2022-06-11_09h27.35.692,task,2021.1.4,MacIntel,60.0024001,6299f149e92ead563fba08ef,62a443d81be75f39da88f0e3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""comma""]",0,[0.7657999999987624],5,0,5,0,1,,
,,,,,,,,,,,,5f2046327f613f0e2c89c7dd,24,Kobieta,2022-06-11_09h27.35.692,task,2021.1.4,MacIntel,60.0024001,6299f149e92ead563fba08ef,62a443d81be75f39da88f0e3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""period""]",0,[0.8847999999989042],6,0,6,0,1,,
,,,,,,,,,,,,5f2046327f613f0e2c89c7dd,24,Kobieta,2022-06-11_09h27.35.692,task,2021.1.4,MacIntel,60.0024001,6299f149e92ead563fba08ef,62a443d81be75f39da88f0e3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""period""]",0,[1.204800000000887],7,0,7,0,1,,
,,,,,,,,,,,,5f2046327f613f0e2c89c7dd,24,Kobieta,2022-06-11_09h27.35.692,task,2021.1.4,MacIntel,60.0024001,6299f149e92ead563fba08ef,62a443d81be75f39da88f0e3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""comma""]",0,[0.7525000000000546],8,0,8,0,1,,
,,,,,,,,,,,,5f2046327f613f0e2c89c7dd,24,Kobieta,2022-06-11_09h27.35.692,task,2021.1.4,MacIntel,60.0024001,6299f149e92ead563fba08ef,62a443d81be75f39da88f0e3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""comma""]",0,[0.6385000000000218],9,0,9,0,1,,
,,,,,,,,,,,,5f2046327f613f0e2c89c7dd,24,Kobieta,2022-06-11_09h27.35.692,task,2021.1.4,MacIntel,60.0024001,6299f149e92ead563fba08ef,62a443d81be75f39da88f0e3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""period""]",0,[0.7173000000011598],10,0,10,0,1,,
,,,,,,,,,,,,5f2046327f613f0e2c89c7dd,24,Kobieta,2022-06-11_09h27.35.692,task,2021.1.4,MacIntel,60.0024001,6299f149e92ead563fba08ef,62a443d81be75f39da88f0e3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""comma""]",0,[0.7690000000002328],11,0,11,0,1,,
,,,,,,,,,,,,5f2046327f613f0e2c89c7dd,24,Kobieta,2022-06-11_09h27.35.692,task,2021.1.4,MacIntel,60.0024001,6299f149e92ead563fba08ef,62a443d81be75f39da88f0e3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""comma""]",0,[0.6354999999998654],12,0,12,0,1,,
,,,,,,,,,,,,5f2046327f613f0e2c89c7dd,24,Kobieta,2022-06-11_09h27.35.692,task,2021.1.4,MacIntel,60.0024001,6299f149e92ead563fba08ef,62a443d81be75f39da88f0e3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""period""]",0,[0.4659999999998945],13,0,13,0,1,,
,,,,,,,,,,,,5f2046327f613f0e2c89c7dd,24,Kobieta,2022-06-11_09h27.35.692,task,2021.1.4,MacIntel,60.0024001,6299f149e92ead563fba08ef,62a443d81be75f39da88f0e3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""period""]",0,[0.7868000000007669],14,0,14,0,1,,
,,,,,,,,,,,,5f2046327f613f0e2c89c7dd,24,Kobieta,2022-06-11_09h27.35.692,task,2021.1.4,MacIntel,60.0024001,6299f149e92ead563fba08ef,62a443d81be75f39da88f0e3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""period""]",0,[0.8195000000000618],15,0,15,0,1,,
,,,,,,,,,,,,5f2046327f613f0e2c89c7dd,24,Kobieta,2022-06-11_09h27.35.692,task,2021.1.4,MacIntel,60.0024001,6299f149e92ead563fba08ef,62a443d81be75f39da88f0e3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""comma""]",0,[0.8362999999990279],16,0,16,0,1,,
,,,,,,,,,,,,5f2046327f613f0e2c89c7dd,24,Kobieta,2022-06-11_09h27.35.692,task,2021.1.4,MacIntel,60.0024001,6299f149e92ead563fba08ef,62a443d81be75f39da88f0e3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""comma""]",0,[0.7989000000006854],17,0,17,0,1,,
,,,,,,,,,,,,5f2046327f613f0e2c89c7dd,24,Kobieta,2022-06-11_09h27.35.692,task,2021.1.4,MacIntel,60.0024001,6299f149e92ead563fba08ef,62a443d81be75f39da88f0e3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""comma""]",0,[0.6028000000005704],18,0,18,0,1,,
,,,,,,,,,,,,5f2046327f613f0e2c89c7dd,24,Kobieta,2022-06-11_09h27.35.692,task,2021.1.4,MacIntel,60.0024001,6299f149e92ead563fba08ef,62a443d81be75f39da88f0e3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""period""]",0,[0.9394999999999527],19,0,19,0,1,,
,,,,,,,,,,,,5f2046327f613f0e2c89c7dd,24,Kobieta,2022-06-11_09h27.35.692,task,2021.1.4,MacIntel,60.0024001,6299f149e92ead563fba08ef,62a443d81be75f39da88f0e3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""comma""]",0,[0.3341000000000349],20,0,20,0,1,,
,,,,,,,,,,,,5f2046327f613f0e2c89c7dd,24,Kobieta,2022-06-11_09h27.35.692,task,2021.1.4,MacIntel,60.0024001,6299f149e92ead563fba08ef,62a443d81be75f39da88f0e3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""period""]",0,[0.004799999999249849],21,0,21,0,1,,
,,,,,,,,,,,,5f2046327f613f0e2c89c7dd,24,Kobieta,2022-06-11_09h27.35.692,task,2021.1.4,MacIntel,60.0024001,6299f149e92ead563fba08ef,62a443d81be75f39da88f0e3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""comma""]",0,[0.33550000000013824],22,0,22,0,1,,
,,,,,,,,,,,,5f2046327f613f0e2c89c7dd,24,Kobieta,2022-06-11_09h27.35.692,task,2021.1.4,MacIntel,60.0024001,6299f149e92ead563fba08ef,62a443d81be75f39da88f0e3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""comma"",""period""]",0,"[0.2667999999989661,1.9705999999996493]",23,0,23,0,1,,
,,,,,,,,,,,,5f2046327f613f0e2c89c7dd,24,Kobieta,2022-06-11_09h27.35.692,task,2021.1.4,MacIntel,60.0024001,6299f149e92ead563fba08ef,62a443d81be75f39da88f0e3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,24,0,24,0,1,,
,,,,,,,,,,,,5f2046327f613f0e2c89c7dd,24,Kobieta,2022-06-11_09h27.35.692,task,2021.1.4,MacIntel,60.0024001,6299f149e92ead563fba08ef,62a443d81be75f39da88f0e3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""comma""]",0,[0.2909000000004198],25,0,25,0,1,,
,,,,,,,,,,,,5f2046327f613f0e2c89c7dd,24,Kobieta,2022-06-11_09h27.35.692,task,2021.1.4,MacIntel,60.0024001,6299f149e92ead563fba08ef,62a443d81be75f39da88f0e3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""period""]",0,[0.8216000000015811],26,0,26,0,1,,
