key_resp_15.keys,key_resp_15.rt,key_resp_16.keys,key_resp_16.rt,key_resp_4.keys,key_resp_4.rt,next_letter.thisRepN,next_letter.thisTrialN,next_letter.thisN,next_letter.thisIndex,next_letter.ran,letter,participant,Wiek*,Płeć,date,expName,psychopyVersion,OS,frameRate,study_id,session,simple_recall,key_resp_5.keys,key_resp_5.rt,simple_recall_corr,simple_recall_corrkeys,next_level.thisRepN,next_level.thisTrialN,next_level.thisN,next_level.thisIndex,next_level.ran,key_resp_2.keys,key_resp_2.rt,digit_answer,key_resp.keys,key_resp.corr,key_resp.rt,RT_list,next_equation.thisRepN,next_equation.thisTrialN,next_equation.thisN,next_equation.thisIndex,next_equation.ran,Task,Trial,Problem,Operation_answer,processing_score,sumRT,meanRT,sumdiff,sd,RT,key_resp_3.keys,key_resp_3.rt,repeat_practice.thisRepN,repeat_practice.thisTrialN,repeat_practice.thisN,repeat_practice.thisIndex,repeat_practice.ran,key_resp_6.keys,key_resp_6.rt,key_resp_11.keys,key_resp_11.corr,operation_correct,repeat_if_wrong_prac.thisRepN,repeat_if_wrong_prac.thisTrialN,repeat_if_wrong_prac.thisN,repeat_if_wrong_prac.thisIndex,repeat_if_wrong_prac.ran,key_resp_11.rt,span_size_prac.thisRepN,span_size_prac.thisTrialN,span_size_prac.thisN,span_size_prac.thisIndex,span_size_prac.ran,complex_recall_practice,key_resp_9.keys,key_resp_9.corr,key_resp_9.rt,complex_prac_corr,span_recall_prac.thisRepN,span_recall_prac.thisTrialN,span_recall_prac.thisN,span_recall_prac.thisIndex,span_recall_prac.ran,key_resp_10.keys,key_resp_10.rt,key_resp_7.keys,key_resp_7.corr,key_resp_7.rt,repeat_if_wrong.thisRepN,repeat_if_wrong.thisTrialN,repeat_if_wrong.thisN,repeat_if_wrong.thisIndex,repeat_if_wrong.ran,span_size.thisRepN,span_size.thisTrialN,span_size.thisN,span_size.thisIndex,span_size.ran,complex_recall,key_resp_8.keys,key_resp_8.corr,key_resp_8.rt,complex_recall_corr,complex_recall_corrkeys,span_recall.thisRepN,span_recall.thisTrialN,span_recall.thisN,span_recall.thisIndex,span_recall.ran,key_resp_13.keys,key_resp_13.corr,random_loop.thisRepN,random_loop.thisTrialN,random_loop.thisN,random_loop.thisIndex,random_loop.ran,key_resp_13.rt,key_resp_12.keys,key_resp_12.rt
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zg,"[""z"",""g""]",0,"[1.9783999999761477,2.5262000000477087,2.921399999976188]",1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,9,,,,,,,,,,Practice,10,(20/2) - 1,9,,,,,,,,,,,,,,,,"[""9""]",1,1,0,0,0,9,1,[2.9706000000238646],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,X V Q F H G B L J M P D K C T S W R N Z,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,0,,,,,,,,,,Practice,1,(3x3) -  9,0,,,,,,,,,,,,,,,,"[""0""]",1,1,0,0,0,0,1,[2.2443999999761104],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,X V Q F H G B L J M P D K C T S W R N Z,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,qh,"[""q"",""h""]",0,"[1.3367000000476992,1.8923000000715433,2.4973000000715047]",1,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,2,,,,,,,,,,Practice,3,(4x4) - 14,2,,,,,,,,,,,,,,,,"[""2""]",1,1,0,0,0,2,1,[1.6801999999285044],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,X V Q F H G B L J M P D K C T S W R N Z,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,6,,,,,,,,,,Practice,7,(25/5) + 1,6,,,,,,,,,,,,,,,,"[""6""]",1,1,0,0,0,6,1,[1.7466000000238182],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,X V Q F H G B L J M P D K C T S W R N Z,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wv,"[""w"",""v""]",0,"[1.6663999999761359,2.1482999999523145,2.365799999952344]",1,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,5,,,,,,,,,,Task,36,(8/4) + 3,5,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,space,6.2797,"[""5""]",1,[2.3518999999761263],0,0,0,35,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,X V Q F H G B L J M P D K C T S W R N Z,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,8,,,,,,,,,,Task,38,(4x6) - 17,7,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,"[""8""]",0,[4.165999999999997],0,0,0,37,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,2,,,,,,,,,,Task,10,(2x5) - 8,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,"[""2""]",1,[4.248800000071526],0,1,1,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,X V Q F H G B L J M P D K C T S W R N Z,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,qp,"[""q"",""p""]",0,"[3.533700000047645,4.21980000007153,4.438499999999976]",0,ZP,0,0,0,0,1,,,,,,,,,,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,4,,,,,,,,,,Task,28,(2x5) - 6,4,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,"[""4""]",1,[1.825600000023826],0,0,0,27,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,X V Q F H G B L J M P D K C T S W R N Z,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,2,,,,,,,,,,Task,26,(2x9) - 16,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,"[""2""]",1,[2.6119000000953747],0,0,0,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,X V Q F H G B L J M P D K C T S W R N Z,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],0,[0.5761000000238141],0,BP,1,0,1,0,1,,,,,,,,,,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,,,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,1,,,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""comma""]",0,2,0,2,0,1,[1.9408000000715333],,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,0,1,,,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""comma""]",0,4,0,4,0,1,[0.48389999997618816],,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""comma""]",0,5,0,5,0,1,[1.6328999999761322],,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""period""]",0,6,0,6,0,1,[0.6836000000238869],,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""period""]",0,7,0,7,0,1,[1.0368999999761286],,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""period""]",0,8,0,8,0,1,[1.0376000000238719],,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""period""]",0,9,0,9,0,1,[0.8007999999523463],,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""period""]",0,10,0,10,0,1,[0.308200000047691],,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""period""]",0,11,0,11,0,1,[0.0020000000000095497],,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""period"",""period""]",0,12,0,12,0,1,"[0.20240000009539472,1.8704999999999927]",,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""comma""]",0,13,0,13,0,1,[1.35060000002386],,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""period""]",0,14,0,14,0,1,[1.159899999976119],,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""period""]",0,15,0,15,0,1,[0.8502999999523695],,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""comma""]",0,16,0,16,0,1,[0.3170000000000073],,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""comma"",""comma""]",0,17,0,17,0,1,"[0.25279999995228764,1.2331999999284449]",,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""comma"",""period""]",0,18,0,18,0,1,"[0.29369999992849216,1.850999999999999]",,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""period""]",0,19,0,19,0,1,[1.452699999928484],,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""period""]",0,20,0,20,0,1,[0.7522000000477078],,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""comma""]",0,21,0,21,0,1,[0.3596000000238746],,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""comma"",""comma""]",0,22,0,22,0,1,"[0.2997999999523131,1.9412999999523208]",,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,0,23,0,1,,,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""comma"",""period""]",0,24,0,24,0,1,"[0.3006999999284403,1.9693999999761331]",,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""period""]",0,25,0,25,0,1,[1.8656000000238464],,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""comma""]",0,26,0,26,0,1,[0.7701999999284794],,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""period""]",0,27,0,27,0,1,[1.5838000000715056],,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""period""]",0,28,0,28,0,1,[1.8973999999761872],,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""comma""]",0,29,0,29,0,1,[1.4150000000000205],,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""period""]",0,30,0,30,0,1,[1.0086000000238755],,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""comma""]",0,31,0,31,0,1,[1.2912999999522867],,
,,,,,,,,,,,,607f367c60fe33f8f18816d1,25,Kobieta,2022-06-11_09h12.54.267,task,2021.1.4,Win32,60.10699044,6299f149e92ead563fba08ef,62a43f005d2a26aeb3938bdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""period""]",0,32,0,32,0,1,[1.5166000000238569],,
